Company Name,Fiscal Period,Currency,Total Assets_Current,Total Assets_Previous,Total Liabilities_Current,Total Liabilities_Previous,Current Assets_Current,Current Assets_Previous,Current Liabilities_Current,Current Liabilities_Previous,Stockholders' Equity_Current,Stockholders' Equity_Previous,Stockholders' Equity - Parent_Current,Stockholders' Equity - Parent_Previous,Retained Earnings/(Deficit)_Current,Retained Earnings/(Deficit)_Previous,Gross Revenue_Current,Gross Revenue_Previous,Gross Expense_Current,Gross Expense_Previous,Income/(Loss) Before Tax_Current,Income/(Loss) Before Tax_Previous,Net Income/(Loss) After Tax_Current,Net Income/(Loss) After Tax_Previous,Net Income/(Loss) Attributable to Parent_Current,Net Income/(Loss) Attributable to Parent_Previous,Earnings/(Loss) Per Share (Basic)_Current,Earnings/(Loss) Per Share (Basic)_Previous,Earnings/(Loss) Per Share (Diluted)_Current,Earnings/(Loss) Per Share (Diluted)_Previous,Book Value Per Share_Current,Book Value Per Share_Previous,Current_Ratio_Current,Current_Ratio_Previous,Quick_Ratio_Current,Quick_Ratio_Previous,Debt_to_Equity_Current,Debt_to_Equity_Previous,Debt_Ratio_Current,Debt_Ratio_Previous,Equity_Ratio_Current,Equity_Ratio_Previous,Net_Profit_Margin_Current,Net_Profit_Margin_Previous,ROA_Current,ROA_Previous,ROE_Current,ROE_Previous,Asset_Turnover_Current,Asset_Turnover_Previous,Revenue_Growth,Net_Income_Growth,EPS_Growth,Book_Value_Growth
EMPERADOR INC.,"Sep 30, 2025",PHP,169208562917.0,159527300714.0,65864993312.0,59000392978.0,87533457449.0,82300907102.0,21840135993.0,20184146744.0,103343569605.0,100526907736.0,102451325951.0,99395903383.0,60236630282.0,58774173011.0,52390214358.0,56820396864.0,46077619919.0,48596959281.0,6446633411.0,7549896163.0,5487898151.0,5907096875.0,5408491638.0,5768055639.0,0.3,0.31,0.29,0.29,6.51,6.32,4.007917234446499,4.077502415427346,4.007917234446499,4.077502415427346,0.6373400257388951,0.5869114479572437,0.3892533106868121,0.3698451156255424,0.6107466893131879,0.6301548843744577,0.10475044277351761,0.10396085210630746,0.031963462987703334,0.036157169419803264,0.052790840799725236,0.058031120425296415,0.309619167344967,0.35617976741089236,-0.0779681725314885,-0.07096526988987294,-0.03225806451612906,0.030063291139240427
"EURO-MED LABORATORIES PHIL., INC.","Jun 30, 2025",PHP,10889453685.0,10949904739.0,4846959941.0,5067004801.0,5318058680.0,5318058680.0,3909260781.0,3909260781.0,6042493744.0,5882899938.0,5962170507.0,5806576087.0,1883511273.0,1723917468.0,4868159568.0,3845965455.0,4305897570.0,3409005393.0,342582516.0,237958410.0,253161000.0,178570960.0,246675654.0,177183016.0,0.04,0.03,0.04,0.03,1.47,1.43,1.3603744999175076,1.3603744999175076,1.3603744999175076,1.3603744999175076,0.8021456283364585,0.8613107233509434,0.44510588696259284,0.46274419018030144,0.5548941130374072,0.5372558098196986,0.05200343096066731,0.046430723855786685,0.02265271161764439,0.016181238122458884,0.04137346520204106,0.030514198616407452,0.4470526905041885,0.35123277751466836,0.2657834879070696,0.4177053200587598,0.3333333333333334,0.027972027972028
F & J PRINCE HOLDINGS CORPORATION,"Jun 30, 2025",PHP,1876426761.0,1847822509.0,36692574.0,42414841.0,782100703.0,760923855.0,28044334.0,28044334.0,1839734187.0,1805407668.0,1775589190.0,1742664148.0,1196762903.0,1165721230.0,161403131.0,184662272.0,93077609.0,42162176.0,68325522.0,142500096.0,68325522.0,142500096.0,65129926.0,135347674.0,0.08,0.2,0.08,0.2,4.79,4.8,27.888011282421612,27.132890907660705,27.888011282421612,27.132890907660705,0.019944497558005102,0.0234932208119989,0.019554493019725165,0.022953958398825847,0.9804455069802749,0.9770460416011741,0.42332215971696363,0.7716795339764909,0.034709548677130594,0.07324711834647318,0.03668074032372319,0.07766710192284279,0.08601621675550171,0.09993507011662883,-0.12595502453256938,-0.5205229756476796,-0.6,-0.002083333333333289
"FIGARO CULINARY GROUP, INC.","Mar 31, 2025",PHP,5789946373.0,4346388321.0,2419193435.0,1256066806.0,1470852132.0,1249047125.0,1250276475.0,1046655653.0,3370752938.0,3090321515.0,0.0,0.0,1372498793.0,1092067370.0,5438885435.0,5389133815.0,4673062664.0,4735774559.0,664191252.0,655975635.0,530627622.0,491981726.0,530627622.0,491981726.0,0.08,0.07,0.08,0.07,0.62,0.57,1.1764215046915922,1.1933696831616882,1.1764215046915922,1.1933696831616882,0.7177012019265353,0.40645182059640805,0.4178265702565601,0.28899093068403264,0.5821734297434399,0.7110090693159674,0.09756183106658874,0.09129142880635634,0.09164637939903075,0.11319322841517455,inf,inf,0.9393671520625672,1.2399107988031979,0.009231839792421261,0.07855148668672299,0.14285714285714277,0.08771929824561413
FILINVEST DEVELOPMENT CORPORATION,"Jun 30, 2025",PHP,828847689.0,813680248.0,634710590.0,627299742.0,152284183.0,152284183.0,71999170.0,71999170.0,194137099.0,186380506.0,151059966.0,144757359.0,134010577.0,127792244.0,78803770.0,77279881.0,64669056.0,65951150.0,17228929.0,13409668.0,13888329.0,10436966.0,11215402.0,8160680.0,0.86,0.64,0.86,0.64,17.47,16.74,2.1150824794230267,2.1150824794230267,2.1150824794230267,2.1150824794230267,3.269393605186199,3.3656939529931313,0.7657746995298674,0.7709413415673819,0.23422530047013257,0.2290586584326181,0.17623939819122866,0.13505411583126015,0.013531318418141841,0.010029345089866309,0.07424470094214108,0.056374888685279206,0.09507629814963507,0.0949757367097843,0.019719090923548396,0.3306864274541088,0.34374999999999994,0.04360812425328557
FILSYN CORPORATION,"Jun 30, 2025",PHP,2251514.0,1974741.0,1101488.0,1106091.0,449216.0,183989.0,378086.0,366218.0,1150026.0,868649.0,633981.0,624314.0,1537.0,0.0,758431.0,498941.0,692534.0,439255.0,48650.0,26324.0,48650.0,26324.0,48612.0,26277.0,0.19,0.12,0.19,0.12,2.05,1.73,1.1881318007014277,0.5024029403251615,1.1881318007014277,0.5024029403251615,0.9577939977009216,1.2733463113409444,0.48922103082636836,0.5601195295990715,0.5107789691736316,0.4398799640054063,0.06414558476644547,0.05275974514020696,0.021590805120465607,0.013306555138116847,0.07667737676681162,0.04208939732250118,0.33685377927918725,0.25266148826605617,0.5200815326862295,0.8481233855037228,0.5833333333333334,0.18497109826589586
FIRST GEN CORPORATION,"Jun 30, 2025",PHP,405799109.0,389090073.0,190839925.0,185590046.0,98743285.0,93555946.0,64479743.0,64479743.0,214959184.0,203500027.0,174623834.0,163011041.0,158080470.0,150080660.0,108752694.0,115669146.0,85515249.0,91451239.0,20856854.0,21647218.0,18127632.0,17232425.0,14202008.0,13531237.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5313845931426866,1.4509354666627625,1.5313845931426866,1.4509354666627625,0.8877960990026832,0.9119902770332311,0.47028177432494067,0.4769847880441812,0.5297182256750593,0.5230152119558188,0.16668673973262677,0.1489803080244061,0.034997632289034915,0.0347766184206915,0.08132915006321531,0.08300810127333645,0.26799638438831563,0.29728115422775125,-0.05979513326743158,0.05194898570572627,0.0,0.0
FIRST PHILIPPINE HOLDINGS CORPORATION,"Jun 30, 2025",PHP,536092.0,526938.0,255165.0,255966.0,166104.0,163385.0,94432.0,94432.0,280927.0,270972.0,173404.0,165703.0,171977.0,163532.0,128139.0,130493.0,100684.0,102598.0,25824.0,26100.0,21779.0,20504.0,12947.0,12122.0,20.18,17.54,20.18,17.54,427.83,374.99,1.7589800067773635,1.7301868010843782,1.7589800067773635,1.7301868010843782,0.9082964613582888,0.9446215845179575,0.4759724077210628,0.48576113318834474,0.5240275922789372,0.5142388668116553,0.16996386736278574,0.15712720222540671,0.024150705475925772,0.023004603957201795,0.07466379091601116,0.07315498210654002,0.23902427195332143,0.24764393533964146,-0.01803928180055635,0.06218298868513461,0.1505131128848347,0.14091042427798067
"FORUM PACIFIC, INC.","Sep 30, 2025",PHP,261655349.0,258355978.0,7228996.0,8451227.0,273695.0,132787.0,3562185.0,3562185.0,254426353.0,249904751.0,254426353.0,249904751.0,0.0,0.0,0.0,0.0,1892631.0,2000127.0,-2076436.0,-2028833.0,-2076436.0,-2028833.0,-2076436.0,-2028833.0,0.0,0.0,0.0,0.0,0.22,0.21,0.07683346036210921,0.03727683991707337,0.07683346036210921,0.03727683991707337,0.028412921518393183,0.03381779244364986,0.027627931275351073,0.03271155970697144,0.9723720687246489,0.9672884402930285,-inf,-inf,-0.007935767443454787,-0.007852858740508803,-0.008161245781013887,-0.008118425087484631,0.0,0.0,0.0,0.023463242169266766,0.0,0.047619047619047665
"FRUITAS HOLDINGS, INC.","Jun 30, 2025",PHP,2652773366.0,2583767485.0,856659605.0,858057120.0,1062310589.0,978068171.0,799769121.0,782641228.0,1796113761.0,1725710365.0,1663316184.0,1592912788.0,456961484.0,384728091.0,2194219417.0,2121352414.0,2007966259.0,1967107766.0,161895438.0,140646069.0,111211679.0,99531407.0,111211679.0,99531407.0,0.03,0.03,0.03,0.03,0.78,0.75,1.3282715737658493,1.2497018250615337,1.3282715737658493,1.2497018250615337,0.4769517519441799,0.49721965945310875,0.3229298122408848,0.33209533171286887,0.6770701877591152,0.6679046682871311,0.050683937138817144,0.04691884589431542,0.04192279688320725,0.038521812654516006,0.06686141821367621,0.06248390228881758,0.8271416793921476,0.8210306950278848,0.03434931533257255,0.11735262619165024,0.0,0.040000000000000036
GREENERGY HOLDINGS INCORPORATED,"Jun 30, 2025",PHP,1989063090.0,1978312478.0,427393258.0,424282725.0,1363915498.0,1363915498.0,416419666.0,413309133.0,1561669832.0,1554029753.0,1500396467.0,1487394345.0,1515641654.0,1498593796.0,105228878.0,3990073.0,71325931.0,34802536.0,34131148.0,-31118204.0,34131148.0,-31118204.0,41998391.0,-23148759.0,0.01,0.0,0.01,0.0,0.58,0.61,3.275338821293805,3.2999887713587013,3.275338821293805,3.2999887713587013,0.27367709181693406,0.27302097928365726,0.21487164492102662,0.21446699129600294,0.7851283550789734,0.7855330087039971,0.3243515339962097,-7.798905934803699,0.021114660068424475,-0.01170126522348104,0.027991528855019626,-0.015563296363077137,0.05290374072548901,0.0020169073613860106,25.372669873458456,-2.096822554412202,inf,-0.04918032786885251
"GT CAPITAL HOLDINGS, INC.","Jun 30, 2025",PHP,479305.0,474088.0,186461.0,194238.0,148381.0,148381.0,107127.0,107127.0,292844.0,279850.0,276981.0,262517.0,178434.0,161734.0,263103.0,227400.0,219382.0,196437.0,43721.0,30963.0,37423.0,26538.0,27705.0,20452.0,84.72,63.17,84.72,63.17,1253.5,1186.32,1.3850943272937728,1.3850943272937728,1.3850943272937728,1.3850943272937728,0.6367246725218888,0.6940789708772557,0.389023690551945,0.4097087460555846,0.610976309448055,0.5902912539444154,0.1422370706529382,0.11670184696569921,0.05780244312076861,0.04313967027218575,0.10002491145602045,0.07790733552493743,0.5489260491753685,0.47965778505256407,0.15700527704485487,0.4101665536212224,0.3411429476017096,0.0566289028255446
"HOUSE OF INVESTMENTS, INC.","Jun 30, 2025",PHP,168891604313.0,167596558405.0,114229273859.0,114722649084.0,84681008868.0,84681008868.0,93495987001.0,91569298494.0,54662330454.0,52873909321.0,34245366520.0,33117241280.0,14362430966.0,13513200762.0,31136637437.0,29439376383.0,25364840743.0,22711658586.0,2235575618.0,3085530350.0,1745494088.0,2603515971.0,1051611562.0,1447254929.0,0.58,0.58,0.58,0.58,37.2,35.99,0.9057181124479095,0.9247751185245636,0.9057181124479095,0.9247751185245636,2.0897256467162038,2.1697402472647402,0.6763466681700974,0.6845167357599953,0.32365333182990264,0.3154832642400047,0.05605917117838199,0.08843651907325797,0.006226547295098759,0.00863534993065122,0.030708141534587962,0.04370095071517986,0.18435870488444012,0.17565621074305854,0.057652751604483604,-0.3295627499724679,0.0,0.033620450125034756
"INTEGRATED MICRO-ELECTRONICS, INC.","Jun 30, 2025",PHP,47071734.0,46782516.0,32065143.0,33606577.0,35522720.0,34785987.0,24991161.0,24991161.0,15006591.0,13175939.0,14824340.0,12895925.0,2777366.0,2329615.0,44005091.0,49647910.0,42594106.0,50039375.0,775142.0,-1348799.0,558612.0,-1485915.0,701805.0,-818212.0,0.0,0.0,0.0,0.0,6.49,5.9,1.4214113541983904,1.3919316113405056,1.4214113541983904,1.3919316113405056,2.1367373176226367,2.5506020481728093,0.6811974039452211,0.7183576231770006,0.31880259605477884,0.2816423768229994,0.012694258489318884,-0.02992905441538224,0.014909265930165224,-0.01748969636434261,0.04734139934728966,-0.06344732929200503,0.9348517095206222,1.0612492496128254,-0.11365672794685618,-1.3759380583680763,0.0,0.09999999999999996
"IONICS, INC.","Jun 30, 2025",PHP,6872674.0,6932559.0,2899201.0,2968644.0,4380573.0,4338093.0,2303301.0,2303301.0,3973473.0,3963915.0,2103645.0,2105179.0,2572459.0,2565497.0,4713864.0,4702949.0,4477274.0,4452494.0,170864.0,206618.0,138591.0,182605.0,135641.0,179183.0,0.0,0.0,0.0,0.0,4.72,4.72,1.901867363405825,1.8834242680396527,1.901867363405825,1.8834242680396527,0.7296390336614845,0.74891716901094,0.42184468519822127,0.42821763219036435,0.5781553148017787,0.5717823678096356,0.029400720937218384,0.03882776530215403,0.019736277320879764,0.025846588539672,0.06447903519842939,0.08511532748521622,0.6858849990556806,0.678385715866248,0.0023208841941513717,-0.24103392568659127,0.0,0.0
"JG SUMMIT HOLDINGS, INC.","Jun 30, 2025",PHP,1048144242.0,1042498297.0,551885010.0,568363664.0,235201237.0,235201237.0,228551009.0,228551009.0,496259232.0,474134634.0,379928762.0,364441164.0,291072498.0,279255194.0,289865859.0,279097003.0,241096580.0,237776019.0,46189096.0,35505964.0,41178087.0,30638638.0,25642650.0,18693580.0,1.99,1.97,1.99,1.97,50.52,48.46,1.0290973469296738,1.0290973469296738,1.0290973469296738,1.0290973469296738,1.1120901625866377,1.1987389725256814,0.5265353640133816,0.5451938536835806,0.47346463598661837,0.45480614727565355,0.14205911362607213,0.1097777391755081,0.02446481025461761,0.017931520899165554,0.06749331075913648,0.05129382146304417,0.2765514968120199,0.26771938506101944,0.03858463503457971,0.3439920860711889,0.0101522842639594,0.0425092860090797
JOLLIBEE FOODS CORPORATION,"Jun 30, 2025",PHP,269220594.0,263550894.0,191287123.0,168983475.0,70483084.0,65774920.0,72122229.0,68419332.0,77933471.0,94567419.0,76449806.0,73038833.0,52519220.0,48582366.0,227095247.0,197227660.0,213593052.0,184844030.0,13502195.0,12383630.0,9330081.0,9078235.0,8827512.0,8699082.0,4.86,4.87,4.84,4.86,61.52,73.78,0.9772726796893646,0.961349929578383,0.9772726796893646,0.961349929578383,2.4544925376158337,1.786910087923622,0.7105218815466993,0.6411796690775027,0.2894781184533008,0.35882033092249727,0.041084439781339854,0.04602921821411865,0.03278914093770999,0.03300721871199572,0.11546807587713172,0.1191021494004429,0.8435285117898521,0.7483475278972114,0.15143711079875916,0.02774173614144159,-0.0020533880903490323,-0.16616969368392515
JOLLIVILLE HOLDINGS CORPORATION,"Jun 30, 2025",PHP,7016096999.0,7010118521.0,3281357839.0,3093991747.0,1459698422.0,1459698422.0,2550425422.0,2258894511.0,3734739160.0,3916126774.0,2791934415.0,2955926398.0,2230147938.0,2394139921.0,1088304914.0,1035905123.0,1054433131.0,918554897.0,-25433098.0,54502874.0,-38625600.0,43158718.0,-7033538.0,38947376.0,0.01,0.12,0.01,0.12,9.92,10.5,0.5723352697979812,0.6462003492822689,0.5723352697979812,0.6462003492822689,0.8786042875883199,0.7900642460151368,0.46768991926247455,0.44136083259240516,0.5323100807375254,0.5586391674075948,-0.03549152402338597,0.04166280969343174,-0.0010024858551702586,0.005555879816200899,-0.002519234679085397,0.013176030372864514,0.15511543157899832,0.147772840059233,0.05058358129193266,-1.89496634260545,-0.9166666666666667,-0.055238095238095246
"KEPPEL PHILIPPINES HOLDINGS, INC.","Mar 31, 2025",PHP,1803216216.0,1794346896.0,17493839.0,17638483.0,1283104165.0,1274192529.0,3418480.0,3418480.0,1785722377.0,1776708413.0,1553373774.0,1544489277.0,1360444667.0,1351560170.0,37666260.0,2581610834.0,12367606.0,9308386.0,25298654.0,2572302448.0,18027928.0,1931835122.0,17768994.0,996804826.0,0.16,8.71,0.16,8.71,27.14,26.99,375.34347575530643,372.73657561255294,375.34347575530643,372.73657561255294,0.009796505450858221,0.009927618325517548,0.009701464996142203,0.009830029544075407,0.9902985350038578,0.9901699704559246,0.47862272495331365,0.7483060949999096,0.009854056237036413,0.5555251485775135,0.0114389687127549,0.6453944620037657,0.02088837692661921,1.4387467884582334,-0.9854097838822441,-0.9906679779269486,-0.981630309988519,0.005557613931085666
"LIBERTY FLOUR MILLS, INC.","Jun 30, 2025",PHP,4088079235.0,4395862959.0,2188596026.0,2027571648.0,2876371827.0,2876371827.0,2180694716.0,2024470338.0,1899483208.0,2772017272.0,972100214.0,2772017272.0,330554636.0,806229896.0,799557612.0,907547348.0,748971580.0,832933785.0,44169500.0,74882896.0,24430222.0,59976234.0,0.0,0.0,0.1,0.22,0.1,0.22,12.66,15.79,1.3190162776548866,1.420802158969444,1.3190162776548866,1.420802158969444,1.1522060404547678,0.731442645931681,0.535360471309456,0.4612454180012121,0.4646395284459304,0.6305968356735572,0.030554673776278175,0.06608606606825763,0.0,0.0,0.0,0.0,0.19558270914971637,0.2064548773391368,-0.11899074603433253,-0.5926682892427023,-0.5454545454545454,-0.1982267257758074
LMG CORP.,"Jun 30, 2025",PHP,326954675.0,306578506.0,4725.0,110612.0,326954675.0,306578506.0,110612.0,110612.0,326949950.0,306467894.0,326949950.0,306467894.0,82114213.0,61632157.0,0.0,0.0,1976245.0,1949736.0,41418245.0,13637136.0,41418245.0,13637136.0,41418245.0,13637136.0,0.1,0.0,0.01,0.0,0.16,0.15,2955.869842331754,2771.656836509601,2955.869842331754,2771.656836509601,1.4451753242354067e-05,0.0003609252458921521,1.445154439220054e-05,0.00036079502585872734,0.9999855484556078,0.9996392049741413,inf,inf,0.1266788584686853,0.0444817093602772,0.1266806892002889,0.044497763932165764,0.0,0.0,0.0,2.0371659415877352,inf,0.06666666666666674
LODESTAR INVESTMENT HOLDINGS CORPORATION,"Sep 30, 2025",PHP,226900714.0,227474716.0,528711.0,238246.0,227474716.0,227474716.0,528711.0,238246.0,226372003.0,227236470.0,226372003.0,227236470.0,0.0,0.0,0.0,0.0,1161940.0,1347041.0,-1159804.0,-1317086.0,-1159804.0,-1317086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,430.2439631481093,954.7892346566155,430.2439631481093,954.7892346566155,0.0023355847586859053,0.001048449661271362,0.002330142513346168,0.0010473515658768863,0.9976698574866538,0.9989526484341231,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11941665160817137,0.0,0.0
LOPEZ HOLDINGS CORPORATION,"Jun 30, 2025",PHP,536134.0,527649.0,255909.0,256268.0,167212.0,162605.0,94584.0,94584.0,280225.0,271381.0,104052.0,92171.0,84173.0,79286.0,128139.0,130493.0,100799.0,102716.0,25603.0,24404.0,21562.0,18805.0,7936.0,5070.0,1.4,0.89,1.4,0.89,22.56,21.17,1.767867715469847,1.719159688742282,1.767867715469847,1.719159688742282,0.9132268712641627,0.9443107660447857,0.4773228334707368,0.485678926710749,0.5226771665292632,0.514321073289251,0.1682703938691577,0.14410734675423204,0.014802269581858266,0.009608660302587516,0.07626955752892785,0.05500645539269401,0.2390055471206825,0.24731023843502026,-0.01803928180055635,0.14660994416378623,0.5730337078651684,0.06565895134624454
"LT GROUP, INC.","Jun 30, 2025",PHP,1412684356000.0,1374329859000.0,1069457612000.0,1044117657000.0,726108902000.0,726108902000.0,1024850183000.0,999241910000.0,343226744000.0,330212202000.0,240036862000.0,231085580000.0,183913642000.0,175231056000.0,96465884000.0,93759220000.0,72157726000.0,74641131000.0,37249646000.0,30271013000.0,31108771000.0,26101957000.0,22694754000.0,19179827000.0,1.38,1.18,1.38,1.18,22.18,21.35,0.7085024855774457,0.7266597755092158,0.7085024855774457,0.7266597755092158,3.115892425911892,3.161959644967935,0.7570393254924669,0.7597285689184753,0.2429606745075331,0.24027143108152466,0.3224846931377315,0.2783934955943533,0.01606498571574753,0.013955766786552805,0.09454695337585274,0.08299880503145199,0.06828551869374562,0.06822177324170325,0.028868243571138923,0.19181757137980113,0.16949152542372878,0.03887587822014043
MABUHAY HOLDINGS CORPORATION,"Jun 30, 2025",PHP,813687137.0,806555741.0,381979542.0,382124890.0,149536453.0,143104836.0,229589175.0,229589175.0,431707595.0,424430851.0,189156735.0,179319765.0,0.0,0.0,57825905.0,5204998.0,20843264.0,34917768.0,36982641.0,-29712770.0,36880368.0,-29942076.0,40653383.0,-31173439.0,0.03,0.0,0.03,0.0,0.36,0.35,0.6513218796138799,0.6233082896874385,0.6513218796138799,0.6233082896874385,0.8848107988463811,0.9003230775983342,0.46944276814836755,0.4737736904906613,0.5305572318516324,0.5262263095093387,0.6377828068579299,-5.752562440946183,0.049961933956441544,-0.03865007390729118,0.21491903526459155,-0.1738427384175972,0.07106650992812732,0.006453364269091477,10.109688226585293,-2.23172381233686,inf,0.0285714285714286
MABUHAY VINYL CORPORATION,"Jun 30, 2025",PHP,4603294.0,4588445.0,515221.0,590725.0,2658276.0,2642280.0,475989.0,475989.0,4088073.0,3997720.0,4088073.0,3997720.0,3260762.0,3170409.0,2541474.0,2266804.0,2261032.0,1962382.0,322098.0,360433.0,241574.0,271305.0,241574.0,270790.0,0.24,0.28,0.24,0.28,6.18,6.05,5.5847425045536765,5.551136685931818,5.5847425045536765,5.551136685931818,0.1260302837057949,0.14776547632150325,0.11192441760183035,0.12874187224648,0.8880755823981696,0.87125812775352,0.09505271350405316,0.11968613078148795,0.05247850778160161,0.059015636016123106,0.05909238900577363,0.067736109582462,0.5520989969356725,0.49402444619037605,0.12117059966366743,-0.10958515324081752,-0.14285714285714296,0.021487603305785107
"MACAY HOLDINGS, INC.","Jun 30, 2025",PHP,7356122990.0,7390278433.0,2102508715.0,2438945718.0,2588956133.0,2588956133.0,1284363188.0,1284363188.0,5253614275.0,4951332715.0,3814949099.0,3813218071.0,2746053352.0,2390673044.0,3696189304.0,3189062833.0,3025416082.0,2714892337.0,637618176.0,440134374.0,579227843.0,398155411.0,579227843.0,398155411.0,0.33,0.24,0.33,0.24,4.92,4.63,2.015750807239735,2.015750807239735,2.015750807239735,2.015750807239735,0.40020233784673886,0.49258368572389505,0.2858175043916714,0.33002081587471904,0.7141824956083286,0.669979184125281,0.15670946354754128,0.124850287325775,0.07874091335713243,0.05387556295877925,0.15183108030244258,0.10441454005162246,0.5024643156489693,0.4315213373774655,0.15902053285131995,0.45477827752038263,0.3750000000000001,0.06263498920086394
MANILA ELECTRIC COMPANY,"Jun 30, 2025",PHP,753924.0,617958.0,554070.0,432076.0,192398.0,179616.0,244730.0,236374.0,199854.0,185882.0,153922.0,144599.0,131492.0,123339.0,375927.0,370406.0,336278.0,331502.0,45657.0,45121.0,37975.0,36476.0,36822.0,35285.0,20.97,19.91,20.97,19.91,177.32,164.92,0.7861643443795203,0.759880528315297,0.7861643443795203,0.759880528315297,2.7723738328980154,2.3244639072099504,0.734914925111815,0.6991996219807819,0.265085074888185,0.30080037801921816,0.10101695275944532,0.09847572663509771,0.04884046667833893,0.057099349793998944,0.2392250620444121,0.24401966818581042,0.49862718258073757,0.5994031956864382,0.01490526611339989,0.04109551485908543,0.05323957810145649,0.07518796992481207
"MANILA WATER COMPANY, INC.","Jun 30, 2025",PHP,234107923.0,227943542.0,153128202.0,150608513.0,14060008.0,13794037.0,36691417.0,29856355.0,80979721.0,77335029.0,78563066.0,75239631.0,71831655.0,69347330.0,30450095.0,27889897.0,12568411.0,12647448.0,16773123.0,14449227.0,12851016.0,11104019.0,12351074.0,10705359.0,2.69,2.35,2.69,2.35,30.05,28.82,0.3831961027833839,0.4620134306414832,0.3831961027833839,0.4620134306414832,1.890945042895369,1.9474811731175532,0.6540923520986516,0.6607272646487172,0.3459076479013485,0.3392727353512827,0.4220353335515045,0.39813768405096656,0.05275803501960077,0.04696495854223411,0.15721221979804098,0.14228351279394233,0.13006862223966678,0.12235440739093192,0.0917966100771186,0.15733015226288788,0.14468085106382972,0.04267869535045109
"MAX'S GROUP, INC.","Jun 30, 2025",PHP,13292319.0,13490343.0,7548102.0,7818650.0,3636274.0,3636274.0,3376359.0,3376359.0,5954328.0,6184059.0,5954328.0,6184059.0,2234406.0,2228534.0,8900096.0,8905841.0,8514590.0,8415847.0,363487.0,432764.0,252133.0,257210.0,252872.0,256406.0,0.19,0.21,0.19,0.21,7.37,7.29,1.0769808542278827,1.0769808542278827,1.0769808542278827,1.0769808542278827,1.267666477224634,1.2643233190368979,0.5678544127627392,0.5795738477516843,0.4479525355959333,0.45840635779238526,0.028329244987919232,0.028881045596929028,0.019023919001642978,0.01900663311525882,0.042468604349642815,0.041462411661984465,0.6695668378106183,0.6601641633574477,-0.0006450822555668802,-0.019738734885890907,-0.09523809523809519,0.010973936899862835
"MAYNILAD WATER SERVICES, INC.",0,PHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGAWIDE CONSTRUCTION CORPORATION,"Jun 30, 2025",PHP,66269226094.0,63336756031.0,47929183395.0,46344815190.0,50194213078.0,47148175989.0,29190671065.0,28103796426.0,18340042699.0,16991940841.0,17809187382.0,16462710338.0,6574604523.0,6460568054.0,13229612961.0,17703000367.0,12217711403.0,16691855283.0,1011901558.0,1011145084.0,663610984.0,691745786.0,655584564.0,705685711.0,0.05,0.04,0.0,0.0,4.7,4.64,1.7195292621478484,1.6776443749564471,1.7195292621478484,1.6776443749564471,2.613362693949091,2.727458600737015,0.7232494812451039,0.7317206957570839,0.27675051875489615,0.2682793042429161,0.05016102783628516,0.039075059123281554,0.009892745134371751,0.01114180383116881,0.03681159336122257,0.04286570658848945,0.1996343361884802,0.2795059531993605,-0.25269091754292683,-0.0406721697036836,0.25000000000000006,0.012931034482758728
METRO GLOBAL HOLDINGS CORPORATION,"Jun 30, 2025",PHP,4378038575.0,4434217389.0,877153074.0,949334978.0,77426335.0,77426335.0,426340500.0,422629236.0,3528234529.0,3505979968.0,3528234529.0,3505979968.0,61378875.0,45231953.0,0.0,0.0,38512205.0,48969000.0,28684967.0,-16874648.0,28684967.0,-16874648.0,28684967.0,-16874648.0,0.0,0.0,0.0,0.0,1.27,1.27,0.181606802543976,0.1832015592030647,0.181606802543976,0.1832015592030647,0.24860962807044734,0.2707759276050718,0.2003529797587496,0.21409301680946521,0.8058938879952651,0.7906648818565625,inf,-inf,0.006552013306552467,-0.003805552709675687,0.008130119118847272,-0.004813104511155039,0.0,0.0,0.0,-2.69988535464562,0.0,0.0
"MILLENNIUM GLOBAL HOLDINGS, INC.","Jun 30, 2025",PHP,2093683701.0,2038174167.0,1436004041.0,1380437031.0,1817972716.0,1746165859.0,1389421650.0,1285498845.0,657679660.0,657737136.0,419506100.0,419900349.0,0.0,0.0,488121689.0,427158256.0,467702120.0,404675431.0,783673.0,1988956.0,243020.0,-299662.0,-386216.0,-788550.0,0.0,0.0,0.0,0.0,0.28,0.28,1.3084384542302188,1.3583566144705481,1.3084384542302188,1.3583566144705481,2.1834399455199818,2.0987670536516583,0.685874394644294,0.6772910055237689,0.314125605355706,0.32270899447623114,0.0004978676536538823,-0.0007015245422296133,-0.00018446721432446208,-0.0003868903908053506,-0.0009206445388994344,-0.0018779455694141374,0.2331401294125086,0.20957887844724116,0.14271861106203224,-1.8109803712182393,0.0,0.0
