Name,Type,Region,Province,City_Muni,Lat,Lon
Sapa De San Agustin,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.552926,121.0881
Sapa Del Cabaw,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,11.986788,124.805412
Sapa Del Limpios,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,12.002907,124.809044
Sapa Dulom,stream,Region VI (Western Visayas),Iloilo,Tubungan,10.764676,122.309568
Sapa Kole Kole,stream,Region VIII (Eastern Visayas),Leyte,Carigara,11.254144,124.702568
Sapa Male,stream,Region VI (Western Visayas),Iloilo,Tubungan,10.786691,122.295099
Sapa Nabao,river,Region III (Central Luzon),Bataan,Samal,14.781214,120.542214
Sapad River,river,Region X (Northern Mindanao),Lanao del Norte,Sapad,7.852594,123.835711
Sapali River,river,Region XII (Soccsksargen),South Cotabato,Banga,6.268136,124.810562
Sapali River,river,Region XII (Soccsksargen),South Cotabato,Surallah,6.268136,124.810562
Sapali River,river,Region XII (Soccsksargen),South Cotabato,T'Boli,6.268136,124.810562
Sapang Alat,stream,Region III (Central Luzon),Bulacan,Marilao,14.775624,120.962938
Sapang Anoling,stream,Region IV-A (Calabarzon),Quezon,General Nakar,14.765591,121.624827
Sapang Bato,river,Region IV-A (Calabarzon),Rizal,Cainta,14.605565,121.108307
Sapang Buaya,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Parañaque,14.469789,121.005926
Sapang Buhay,river,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,15.456501,121.004389
Sapang Buhay,stream,Region III (Central Luzon),Nueva Ecija,Cabanatuan City,15.449326,121.036002
Sapang Buhay,stream,Region III (Central Luzon),Nueva Ecija,Santa Rosa,15.449326,121.036002
Sapang Bulak Creek,stream,Region III (Central Luzon),Pampanga,Lubao,14.919078,120.578077
Sapang Buli,river,National Capital Region (NCR),Metropolitan Manila Second District,Cainta,14.569978,121.098101
Sapang Buli,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.569345,121.091176
Sapang Buli,river,Region IV-A (Calabarzon),Rizal,Cainta,14.569978,121.098101
Sapang Buli,river,Region IV-A (Calabarzon),Rizal,City of Pasig,14.569978,121.098101
Sapang Buli,stream,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.568791,121.094343
Sapang Buli Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Cainta,14.594109,121.103766
Sapang Buli Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.602881,121.097553
Sapang Buli Creek,river,Region IV-A (Calabarzon),Rizal,Cainta,14.588382,121.109059
Sapang Buli Creek,river,Region IV-A (Calabarzon),Rizal,City of Pasig,14.594109,121.103766
Sapang Creek,river,Region X (Northern Mindanao),Misamis Oriental,Cagayan de Oro City (Capital),8.509397,124.617842
Sapang Gumi,river,Region III (Central Luzon),Pampanga,Lubao,14.87786,120.581741
Sapang Kawayan,river,Region III (Central Luzon),Nueva Ecija,Concepcion,15.327637,120.748639
Sapang Kawayan,river,Region III (Central Luzon),Nueva Ecija,San Antonio,15.327637,120.748639
Sapang Kawayan,river,Region III (Central Luzon),Tarlac,Bamban,15.329287,120.661314
Sapang Kawayan,river,Region III (Central Luzon),Tarlac,Capas,15.341692,120.531827
Sapang Kawayan,river,Region III (Central Luzon),Tarlac,Concepcion,15.327637,120.748639
Sapang Kawayan,river,Region III (Central Luzon),Tarlac,San Antonio,15.327637,120.748639
Sapang Kawayan,stream,Region III (Central Luzon),Tarlac,Bamban,15.278711,120.481208
Sapang Kawayan,stream,Region III (Central Luzon),Tarlac,Capas,15.29219,120.495643
Sapang Labuan River,river,Region III (Central Luzon),Pampanga,Guagua,14.966811,120.65215
Sapang Labuan River,river,Region III (Central Luzon),Pampanga,Minalin,14.966811,120.65215
Sapang Malaki,river,National Capital Region (NCR),Metropolitan Manila Fourth District,Taguig City,14.527192,121.064834
Sapang Malaki,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,Taguig City,14.531058,121.063709
Sapang Malapit,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.572652,121.089172
Sapang Malapit,stream,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.576398,121.092081
Sapang Maragul,river,Region III (Central Luzon),Pampanga,Guagua,14.9878,120.629107
Sapang Maragul,river,Region III (Central Luzon),Pampanga,Santa Rita,14.9878,120.629107
Sapang Maragul Lower Diversion Channel,river,Region III (Central Luzon),Pampanga,Guagua,14.971604,120.640063
Sapang Maragul Upper Diversion Channel,river,Region III (Central Luzon),Pampanga,Guagua,14.979609,120.633409
Sapang Pa-Hilaga,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.57294,121.094181
Sapang Pa-Hilaga,stream,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.577112,121.093876
Sapang Pare,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.833779,120.818262
Sapang Pila,stream,Region IV-A (Calabarzon),Rizal,Taytay,14.563159,121.138843
Sapang Senora,river,Region III (Central Luzon),Pampanga,Lubao,14.841375,120.591293
Sapang Tombod,stream,Region III (Central Luzon),Tarlac,City of Tarlac (Capital),15.536872,120.66148
Sapang Tombod,stream,Region III (Central Luzon),Tarlac,Victoria,15.536872,120.66148
Sapang Ususan,river,National Capital Region (NCR),Metropolitan Manila Fourth District,Taguig City,14.525311,121.065685
Sapang Ususan,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,Taguig City,14.522368,121.055474
Sapang Wanan,river,Region III (Central Luzon),Pampanga,Lubao,14.832,120.599476
Sapinit Creek,river,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,11.972253,124.838944
Sapinit Creek,river,Region VIII (Eastern Visayas),Samar (Western Samar),San Jorge,11.972253,124.838944
Sapinit Creek,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,11.954771,124.828991
Sapinit Creek,stream,Region VIII (Eastern Visayas),Samar (Western Samar),San Jorge,11.9372,124.81628
Sapinit Creek,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Tarangnan,11.9372,124.81628
Sapu Masla River,river,Region XII (Soccsksargen),Sarangani,Malapatan,5.909911,125.323582
Saro River,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.087341,125.372315
Sas River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Zamboanga City,7.032998,121.962006
Saub River,river,Region XII (Soccsksargen),Sarangani,Maitum,6.06704,124.514442
Saug River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Asuncion (Saug),7.71892,125.922742
Saug River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Monkayo,7.894203,125.97363
Saug River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Montevista,7.71892,125.922742
Saug River,river,Region XI (Davao Region),Davao del Norte,Asuncion (Saug),7.71892,125.922742
Saug River,river,Region XI (Davao Region),Davao del Norte,Montevista,7.71892,125.922742
Saug River,river,Region XI (Davao Region),Davao del Norte,New Corella,7.689165,125.86305
Saule Creek,river,Region III (Central Luzon),Bulacan,Bulacan,14.734012,120.903425
Saule Creek,river,Region III (Central Luzon),Bulacan,Obando,14.734012,120.903425
Sawaga River,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.148911,125.128029
Sawaga River,river,Region X (Northern Mindanao),Bukidnon,City of Valencia,7.974751,125.144415
Sawaga River,river,Region X (Northern Mindanao),Bukidnon,Impasug-ong,8.179811,125.027476
Sawaga River,river,Region X (Northern Mindanao),Bukidnon,Lantapan,8.179811,125.027476
Sayon Creek,stream,Region XIII (Caraga),Agusan del Sur,Santa Josefa,7.983005,125.986586
School Stream,stream,Region VIII (Eastern Visayas),Leyte,Matalom,10.28456,124.789753
Sebac River,river,Region X (Northern Mindanao),Misamis Occidental,Tudela,8.254554,123.813881
Sebitanan River,river,Region III (Central Luzon),Pampanga,Lubao,14.848217,120.610058
Sebitanan River,river,Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),14.848217,120.610058
Semong River,river,Region XI (Davao Region),Davao del Norte,Kapalong,7.651295,125.615064
Semong River,river,Region XI (Davao Region),Davao del Norte,Talaingod,7.762349,125.53283
Serruco River,river,Region VI (Western Visayas),Iloilo,Ajuy,11.22293,123.02981
Serruco River,river,Region VI (Western Visayas),Iloilo,Concepcion,11.22293,123.02981
Serruco River,river,Region VI (Western Visayas),Iloilo,Sara,11.22293,123.02981
Señora River,river,Region VII (Central Visayas),Siquijor,Lazi,9.130322,123.637393
Shapon River,river,Region VIII (Eastern Visayas),Leyte,Merida,10.922288,124.526808
Shirt River,river,Mimaropa Region,Palawan,Puerto Princesa City (Capital),9.835456,118.58499
Siam-Siam Creek,river,Region IV-A (Calabarzon),Batangas,City of Calamba,14.143816,121.141418
Siam-Siam Creek,river,Region IV-A (Calabarzon),Batangas,City of Sto. Tomas,14.143816,121.141418
Siam-Siam Creek,river,Region IV-A (Calabarzon),Laguna,City of Calamba,14.143816,121.141418
Siam-Siam Creek,river,Region IV-A (Calabarzon),Laguna,City of Sto. Tomas,14.143816,121.141418
Siao River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.391442,125.382977
Siaton River,river,Region VII (Central Visayas),Negros Oriental,Santa Catalina,9.21535,123.022583
Siaton River,river,Region VII (Central Visayas),Negros Oriental,Siaton,9.054244,123.031923
Siaton River,river,Region VII (Central Visayas),Negros Oriental,Valencia (Luzurriaga),9.21535,123.022583
Sibagat River,river,Region XIII (Caraga),Agusan del Norte,Butuan City (Capital),8.979231,125.697396
Sibagat River,river,Region XIII (Caraga),Agusan del Norte,Sibagat,8.979231,125.697396
Sibagat River,river,Region XIII (Caraga),Agusan del Sur,Butuan City (Capital),8.979231,125.697396
Sibagat River,river,Region XIII (Caraga),Agusan del Sur,Sibagat,8.85257,125.682821
Sibagu River,river,Region V (Bicol Region),Sorsogon,Donsol,12.953996,123.523743
Sibajay River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Santa Rita,11.502861,124.909903
Sibajay River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Villareal,11.504473,124.921767
Sibalic River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Gutalac,7.975414,122.348456
Sibalom,river,Region VI (Western Visayas),Antique,San Jose (Capital),10.806728,121.987417
Sibalom,river,Region VI (Western Visayas),Antique,San Remigio,10.936537,122.142355
Sibalom,river,Region VI (Western Visayas),Antique,Sibalom,10.841771,122.082162
Sibonga River,river,Region VII (Central Visayas),Cebu,Sibonga,10.017055,123.611417
Sibuco River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sibuco,7.261104,122.079944
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Bayog,7.827126,123.024257
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Buug,7.827126,123.024257
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Imelda,7.66742,122.899804
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Payao,7.66742,122.899804
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Siay,7.66742,122.899804
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Bayog,7.860113,123.054478
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Buug,7.827126,123.024257
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Lakewood,7.942999,123.098422
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Midsalip,7.942999,123.098422
Sibuguey River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Pagadian City (Capital),7.942999,123.098422
Sibuguey River,stream,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Payao,7.677,122.822581
Sibuguey River,stream,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Siay,7.677,122.822581
Sibul River,river,Region III (Central Luzon),Pampanga,Lubao,14.889657,120.569093
Sibulan River,river,Region XI (Davao Region),Davao del Sur,Davao City,6.96916,125.406111
Sibulan River,river,Region XI (Davao Region),Davao del Sur,Santa Cruz,6.96916,125.406111
Sibulan River,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.014264,125.362786
Sibunag River,river,Region VI (Western Visayas),Guimaras,Jordan (Capital),10.554024,122.577042
Sibunag River,river,Region VI (Western Visayas),Guimaras,Nueva Valencia,10.492959,122.605169
Sibunag River,river,Region VI (Western Visayas),Guimaras,Sibunag,10.530556,122.577557
Sibungan Creek,river,Region XI (Davao Region),Davao del Sur,Davao City,7.224155,125.284049
Sibutao Creek,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Dapitan City,8.533236,123.508008
Sibutao Creek,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,La Libertad,8.533236,123.508008
Sibutao Creek,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Rizal,8.533236,123.508008
Sibutao Creek,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sibutad,8.533236,123.508008
Sicaba River,river,Region VI (Western Visayas),Negros Occidental,Cadiz City,10.962468,123.205202
Sicaba River,river,Region VI (Western Visayas),Negros Occidental,City of Victorias,10.820938,123.181136
Sicaba River,river,Region VI (Western Visayas),Negros Occidental,Manapla,10.938391,123.179761
Sicaba River,stream,Region VI (Western Visayas),Negros Occidental,Cadiz City,10.804477,123.227985
Sicopong River,river,Region VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),9.373228,122.878139
Sicopong River,river,Region VII (Central Visayas),Negros Oriental,City of Tanjay,9.469102,122.94968
Sicopong River,river,Region VII (Central Visayas),Negros Oriental,Pamplona,9.469102,122.94968
Sicopong River,river,Region VII (Central Visayas),Negros Oriental,Santa Catalina,9.373228,122.878139
Sierra Madre Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.103395,125.536563
Siffu River,river,Region II (Cagayan Valley),Isabela,Burgos,17.107329,121.710667
Siffu River,river,Region II (Cagayan Valley),Isabela,Gamu,17.109084,121.736012
Siffu River,river,Region II (Cagayan Valley),Isabela,Ilagan City (Capital),17.159268,121.807551
Siffu River,river,Region II (Cagayan Valley),Isabela,Quirino,17.107329,121.710667
Siffu River,river,Region II (Cagayan Valley),Isabela,Roxas,17.121905,121.655221
Sigmatan Creek,river,Region X (Northern Mindanao),Bukidnon,Baungon,8.215865,124.831236
Sigmatan Creek,river,Region X (Northern Mindanao),Bukidnon,Libona,8.215865,124.831236
Sigpit Creek,river,Region VII (Central Visayas),Cebu,Toledo City,10.350332,123.692591
Siguel River,river,Region XII (Soccsksargen),Sarangani,General Santos City (Dadiangas),5.963909,125.078712
Siguel River,river,Region XII (Soccsksargen),Sarangani,Maasim,5.963909,125.078712
Siguel River,river,Region XII (Soccsksargen),Sarangani,T'Boli,5.975819,124.947566
Siguel River,river,Region XII (Soccsksargen),South Cotabato,General Santos City (Dadiangas),5.963909,125.078712
Siguel River,river,Region XII (Soccsksargen),South Cotabato,Maasim,5.963909,125.078712
Siguel River,river,Region XII (Soccsksargen),South Cotabato,T'Boli,5.975819,124.947566
Silad River,river,Mimaropa Region,Occidental Mindoro,Magsaysay,12.29096,121.204539
Silad River,stream,Mimaropa Region,Occidental Mindoro,Magsaysay,12.333967,121.20751
Silae River,river,Region X (Northern Mindanao),Bukidnon,Cabanglasan,8.158694,125.279856
Silae River,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.158694,125.279856
Silago River,river,Region VIII (Eastern Visayas),Southern Leyte,Silago,10.527084,125.132567
Silang - Santa Rosa River,river,Region IV-A (Calabarzon),Cavite,City of Santa Rosa,14.238131,121.052146
Silang - Santa Rosa River,river,Region IV-A (Calabarzon),Cavite,Silang,14.238131,121.052146
Silang - Santa Rosa River,river,Region IV-A (Calabarzon),Laguna,City of Biñan,14.293035,121.08978
Silang - Santa Rosa River,river,Region IV-A (Calabarzon),Laguna,City of Santa Rosa,14.238131,121.052146
Silang - Santa Rosa River,river,Region IV-A (Calabarzon),Laguna,Silang,14.238131,121.052146
Silanguin River,stream,Region III (Central Luzon),Zambales,San Antonio,14.77877,120.12847
Silmugi Rive,river,Region VII (Central Visayas),Cebu,Borbon,10.849585,124.015212
Siloo River,river,Region X (Northern Mindanao),Bukidnon,Claveria,8.531093,124.978355
Siloo River,river,Region X (Northern Mindanao),Bukidnon,Malitbog,8.531093,124.978355
Siloo River,river,Region X (Northern Mindanao),Misamis Oriental,Claveria,8.531093,124.978355
Siloo River,river,Region X (Northern Mindanao),Misamis Oriental,Malitbog,8.531093,124.978355
Silway River,river,Region XII (Soccsksargen),South Cotabato,General Santos City (Dadiangas),6.18885,125.091345
Silway River,river,Region XII (Soccsksargen),South Cotabato,Polomolok,6.18885,125.091345
Silway River,river,Region XII (Soccsksargen),South Cotabato,T'Boli,6.18885,125.091345
Silway River,river,Region XII (Soccsksargen),South Cotabato,Tupi,6.24769,124.96038
Simuay River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Buldon,7.324061,124.351638
Simuay River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Cotabato City,7.277328,124.278108
Simuay River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Parang,7.324061,124.351638
Simuay River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Sultan Kudarat (Nuling),7.277328,124.278108
Simuay River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Sultan Mastura,7.277328,124.278108
Simud River,river,Region X (Northern Mindanao),Bukidnon,Davao City,7.523448,125.22986
Simud River,river,Region X (Northern Mindanao),Bukidnon,Kitaotao,7.523448,125.22986
Simud River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.520136,125.287864
Simud River,river,Region XI (Davao Region),Davao del Sur,Kitaotao,7.523448,125.22986
Simud River,stream,Region X (Northern Mindanao),Bukidnon,Kitaotao,7.584017,125.224121
Simulao River,river,Region XIII (Caraga),Agusan del Sur,Boston,7.985896,126.192562
Simulao River,river,Region XIII (Caraga),Agusan del Sur,Bunawan,8.128533,126.030709
Simulao River,river,Region XIII (Caraga),Agusan del Sur,Cateel,8.066481,126.110407
Simulao River,river,Region XIII (Caraga),Agusan del Sur,Loreto,8.128533,126.030709
Simulao River,river,Region XIII (Caraga),Agusan del Sur,Monkayo,7.985896,126.192562
Simulao River,river,Region XIII (Caraga),Agusan del Sur,Trento,8.128533,126.030709
Simulao River,river,Region XI (Davao Region),Davao Oriental,Boston,7.895211,126.259931
Simulao River,river,Region XI (Davao Region),Davao Oriental,Bunawan,8.066481,126.110407
Simulao River,river,Region XI (Davao Region),Davao Oriental,Cateel,7.895211,126.259931
Simulao River,river,Region XI (Davao Region),Davao Oriental,Loreto,8.066481,126.110407
Simulao River,river,Region XI (Davao Region),Davao Oriental,Monkayo,7.985896,126.192562
Simulao River,river,Region XI (Davao Region),Davao Oriental,Trento,7.985896,126.192562
Simulao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Boston,7.985896,126.192562
Simulao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Bunawan,8.066481,126.110407
Simulao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Cateel,8.066481,126.110407
Simulao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Loreto,8.066481,126.110407
Simulao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Monkayo,7.985896,126.192562
Simulao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Trento,7.985896,126.192562
Sinalang River,river,Cordillera Administrative Region (CAR),Abra,Bangued (Capital),17.558103,120.636916
Sinalang River,river,Cordillera Administrative Region (CAR),Abra,Peñarrubia,17.558103,120.636916
Sinalikway Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.074049,125.494798
Sinaliw River,stream,Region IV-A (Calabarzon),Cavite,Alfonso,14.11913,120.829613
Sinaragan Creek,stream,Region XI (Davao Region),Davao del Sur,City of Digos (Capital),6.741676,125.296291
Sinaragan Creek,stream,Region XI (Davao Region),Davao del Sur,Hagonoy,6.741548,125.294858
Sinaragan Creek,stream,Region XI (Davao Region),Davao del Sur,Matanao,6.758606,125.287185
Sinawal River,river,Region XII (Soccsksargen),South Cotabato,General Santos City (Dadiangas),6.123124,125.131297
Sinawilan Creek,river,Region XI (Davao Region),Davao del Sur,Matanao,6.749347,125.250154
Sinawilan Creek,stream,Region XI (Davao Region),Davao del Sur,Bansalan,6.795777,125.241508
Sinawilan Creek,stream,Region XI (Davao Region),Davao del Sur,Matanao,6.780306,125.241416
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Dumingag,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Midsalip,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Siayan,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sindangan,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dumingag,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Midsalip,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Siayan,8.184945,123.116677
Sindangan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Sindangan,8.184945,123.116677
Singao Creek,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),City of Kidapawan (Capital),6.994998,125.062397
Singao Creek,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Makilala,6.997074,125.09341
Singawan River,river,Region III (Central Luzon),Aurora,Dingalan,15.17542,121.3452
Sinilaban Creek,river,Region III (Central Luzon),Bulacan,Doña Remedios Trinidad,15.079732,121.063777
Sinilaban Creek,river,Region III (Central Luzon),Bulacan,San Ildefonso,15.079732,121.063777
Sinilaban Creek,stream,Region III (Central Luzon),Bulacan,Doña Remedios Trinidad,15.076487,121.099772
Siniloan River,river,Region IV-A (Calabarzon),Laguna,Mabitac,14.406386,121.439379
Siniloan River,river,Region IV-A (Calabarzon),Laguna,Siniloan,14.419029,121.44519
Sinisian Creek,stream,Region IV-A (Calabarzon),Batangas,City of Calaca,13.954804,120.863809
Sinisian Creek,stream,Region IV-A (Calabarzon),Batangas,Lemery,13.954804,120.863809
Sinocalan River,river,Cordillera Administrative Region (CAR),Benguet,Itogon,16.154459,120.642484
Sinocalan River,river,Cordillera Administrative Region (CAR),Benguet,San Manuel,16.154459,120.642484
Sinocalan River,river,Cordillera Administrative Region (CAR),Benguet,Sison,16.154459,120.642484
Sinocalan River,river,Cordillera Administrative Region (CAR),Benguet,Tuba,16.154459,120.642484
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,Binalonan,16.071349,120.605642
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,City of Urdaneta,15.985802,120.517537
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,Itogon,16.154459,120.642484
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,San Manuel,16.071349,120.605642
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,Santa Barbara,16.0012,120.382614
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,Sison,16.154459,120.642484
Sinocalan River,river,Region I (Ilocos Region),Pangasinan,Tuba,16.154459,120.642484
Sinugdan Stream,stream,Mimaropa Region,Oriental Mindoro,Mansalay,12.521219,121.436328
Siocon,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Baliguian,7.790001,122.21557
Siocon,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Siocon,7.702913,122.126374
Siocon River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Baliguian,7.789735,122.21961
Siocon River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Siocon,7.789735,122.21961
Sipaco River,river,Region V (Bicol Region),Camarines Sur,Garchitorena,13.859263,123.54497
Sipaco River,river,Region V (Bicol Region),Camarines Sur,Lagonoy,13.859263,123.54497
Sipalay,river,Region VI (Western Visayas),Negros Occidental,City of Sipalay,9.748311,122.500965
Sipit Creek,river,Region IV-A (Calabarzon),Laguna,City of Calamba,14.19467,121.149357
Sipit Creek,stream,Region IV-A (Calabarzon),Laguna,City of Calamba,14.185576,121.142175
Sirawan River,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.017484,125.434342
Siraway River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sirawai,7.584196,122.182094
Sita River,river,Region X (Northern Mindanao),Bukidnon,Davao City,7.582795,125.279964
Sita River,river,Region X (Northern Mindanao),Bukidnon,Kitaotao,7.582795,125.279964
Sita River,river,Region X (Northern Mindanao),Bukidnon,Quezon,7.688194,125.262903
Sita River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.582795,125.279964
Sita River,river,Region XI (Davao Region),Davao del Sur,Kitaotao,7.582795,125.279964
Sita River,river,Region XI (Davao Region),Davao del Sur,Quezon,7.582795,125.279964
Sitsit River,river,Region III (Central Luzon),Pampanga,Lubao,14.848116,120.564925
Siuaho River,river,Region VI (Western Visayas),Negros Occidental,Cadiz City,10.792106,123.287785
Siuaho River,river,Region VI (Western Visayas),Negros Occidental,Sagay City,10.792106,123.287785
Small Mateo River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),City of Kidapawan (Capital),7.030756,125.12203
Small Napilas River,river,Region VI (Western Visayas),Negros Occidental,Silay City,10.781918,123.098108
Socio Creek,stream,,,,14.53441,121.138473
Solana River,river,Region X (Northern Mindanao),Misamis Oriental,Jasaan,8.626388,124.780885
Solibao River,river,Region XIII (Caraga),Agusan del Sur,Rosario,8.351513,125.971904
Soom River,river,Region VII (Central Visayas),Bohol,Trinidad,10.052006,124.408479
Soom River,river,Region VII (Central Visayas),Bohol,Ubay,10.052006,124.408479
Soro-Soro River,river,Region IV-A (Calabarzon),Cavite,Carmona,14.325662,121.063119
Soro-Soro River,river,Region IV-A (Calabarzon),Cavite,City of Biñan,14.325662,121.063119
Soro-Soro River,river,Region IV-A (Calabarzon),Laguna,Carmona,14.325662,121.063119
Soro-Soro River,river,Region IV-A (Calabarzon),Laguna,City of Biñan,14.325662,121.063119
Sorsogon River,river,Region V (Bicol Region),Sorsogon,City of Sorsogon (Capital),12.980211,124.004956
South Main Canal (Amris),river,Region III (Central Luzon),Bulacan,Bustos,14.948647,120.938957
South Main Canal (Amris),river,Region III (Central Luzon),Bulacan,Calumpit,14.89702,120.80077
South Main Canal (Amris),river,Region III (Central Luzon),Bulacan,Plaridel,14.897995,120.821168
South Main Canal (Amris),stream,Region III (Central Luzon),Bulacan,Calumpit,14.893851,120.794656
Sparrow Creek,stream,Mimaropa Region,Palawan,Coron,12.050376,120.202312
St. Anna River,river,Region VII (Central Visayas),Cebu,Barili,10.117741,123.510416
Sta. Ana Creek,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,Pateros,14.547799,121.072508
Sta. Cruz River,river,Region II (Cagayan Valley),Nueva Vizcaya,Aritao,16.342494,120.989473
Sta. Cruz River,river,Region II (Cagayan Valley),Nueva Vizcaya,Bambang,16.342494,120.989473
Sta. Cruz River,river,Region II (Cagayan Valley),Nueva Vizcaya,Kayapa,16.342494,120.989473
Sta. Cruz River,stream,Region III (Central Luzon),Bataan,Abucay,14.722595,120.457641
Sta. Fe River,river,Region II (Cagayan Valley),Nueva Vizcaya,Aritao,16.228684,120.98898
Sta. Fe River,river,Region II (Cagayan Valley),Nueva Vizcaya,Santa Fe,16.228684,120.98898
